"","case_","x_","y_","annual_100m","perennial_100m","shrub_100m","annual_500m","perennial_500m","shrub_500m"
"2735",FALSE,550462.145546106,4807594.50336622,19.75,35.3333333333333,7.91666666666667,21.9966777408638,34.687707641196,7.32225913621262
"2736",FALSE,586140.759378908,4756850.58635801,4,12.8333333333333,21.25,3.82943143812709,10.6989966555184,22.1438127090301
"2737",FALSE,612990.806287577,4771398.55841054,13.3333333333333,22.75,5.83333333333333,7.10367892976589,18.0334448160535,10.7692307692308
"2738",FALSE,539071.786354975,4793090.72326889,25.5,18,10.4166666666667,16.8504983388704,23.1528239202658,11.8172757475083
"2739",FALSE,542289.563790427,4808113.25005087,0.357142857142857,1,0,4.06020066889632,6.42809364548495,1.8695652173913
"2740",FALSE,593342.33948432,4772340.43572018,9.09090909090909,26.2727272727273,5.90909090909091,11.0936454849498,24.8561872909699,4.90635451505017
"2741",FALSE,566267.276723616,4787027.74790938,8.08333333333333,33.8333333333333,5.41666666666667,8.36148648648649,32.6216216216216,5.76351351351351
"2742",FALSE,602930.589777832,4754755.41326771,10.0909090909091,39.9090909090909,22.5454545454545,7.73578595317726,41.2675585284281,14.2240802675585
"2743",FALSE,573044.749082121,4766916.33667133,10.7272727272727,11.1818181818182,10.0909090909091,14.8209459459459,7.54391891891892,8.53378378378378
"2744",FALSE,594266.124585837,4758443.75681289,15.9285714285714,9.78571428571429,14.0714285714286,14.3724832214765,9.92953020134228,9.90268456375839
"2745",FALSE,603568.987038599,4754137.59554582,10.2727272727273,26.8181818181818,14.5454545454545,7.16053511705686,30.9899665551839,16.5819397993311
"2746",FALSE,597925.976097991,4759715.78728519,21.8181818181818,5.54545454545455,2.72727272727273,30.255033557047,5.7751677852349,1.68120805369128
"2747",FALSE,562480.733759949,4784054.47301354,7.58333333333333,15.0833333333333,26.6666666666667,7.87713310580205,15.7098976109215,27.1808873720137
"2748",FALSE,553286.944582515,4775160.40118127,4.08333333333333,4.91666666666667,12.9166666666667,3.29096989966555,5.8428093645485,16.7558528428094
"2749",FALSE,564740.405023081,4783086.00303371,6.90909090909091,16.8181818181818,22.0909090909091,6.79666666666667,14.5333333333333,23.9
"2750",FALSE,616308.210525572,4761530.57868195,47.6923076923077,11.3846153846154,0.461538461538462,41.752508361204,10.8026755852843,1.68227424749164
"2751",FALSE,579428.256108468,4776987.9510823,6.75,10.1666666666667,16.4166666666667,9.43097643097643,12.7306397306397,11.959595959596
"2752",FALSE,591428.283451584,4769451.2301154,15.3333333333333,28,6.5,14.265306122449,24.4183673469388,7.30272108843537
"2753",FALSE,614785.096116376,4755280.49561579,25.9285714285714,9.28571428571429,12.9285714285714,29.7407407407407,11.3367003367003,8.85858585858586
"2754",FALSE,566770.671370337,4802707.93786973,15.9166666666667,20.25,21.6666666666667,13.887417218543,21.7350993377483,21.9437086092715
"2755",FALSE,546974.409317689,4795548.01092211,21.5714285714286,20.0714285714286,5.64285714285714,19.9163879598662,19.3478260869565,6.11371237458194
"2756",FALSE,559475.207942612,4790550.86797586,17.1666666666667,26.9166666666667,5.33333333333333,16.8637873754153,25.6843853820598,5.99335548172757
"2757",FALSE,533102.159838075,4794492.23460917,17.9090909090909,20,19.1818181818182,14.0228758169935,19.1470588235294,23.3856209150327
"2758",FALSE,586582.546146511,4754684.68604756,0,0,0,3.3255033557047,5.75838926174497,6.26510067114094
"2759",FALSE,585548.956954601,4764699.23576329,8.07142857142857,20.7142857142857,8,9.42905405405405,19.7939189189189,8.41216216216216
"2760",FALSE,610045.104792458,4755263.21881216,0.666666666666667,0,0,3.18027210884354,3.93197278911565,0.969387755102041
"2761",FALSE,558580.944532006,4772365.25760819,16.8461538461538,13.9230769230769,22.0769230769231,8.43853820598007,17.4817275747508,13.1993355481728
"2762",FALSE,603732.620026379,4764465.77824899,11.1666666666667,20.6666666666667,8.41666666666667,9.5514950166113,16.2358803986711,7.57142857142857
"2763",FALSE,593647.940640464,4785710.79560853,3.25,20.9166666666667,7.33333333333333,4.52333333333333,18.9666666666667,7.56
"2764",FALSE,608452.602182514,4745504.19885838,16.0833333333333,20.9166666666667,8.41666666666667,20.5953177257525,18.0468227424749,5.06354515050167
"2765",FALSE,550663.21695235,4805366.30666229,12.3846153846154,32.3846153846154,14.6153846153846,14.2225913621262,29.7574750830565,15.4485049833887
"2766",FALSE,566427.596123713,4768278.76168983,10.6923076923077,10.9230769230769,16.7692307692308,15.4385382059801,8.65116279069767,14.2624584717608
"2767",FALSE,616718.130298965,4749633.48439047,30.8181818181818,17.2727272727273,5,28.1186440677966,16.5728813559322,6.09830508474576
"2768",FALSE,567544.746355637,4774817.51663656,6.41666666666667,12.5833333333333,14.5833333333333,6.82608695652174,11.7859531772575,15.5083612040134
"2769",FALSE,565594.839660625,4795680.09501198,11.25,21.0833333333333,22.3333333333333,11.4026402640264,22.2442244224422,23.2244224422442
"2770",FALSE,615501.898229234,4773269.62883628,10.5,32.8333333333333,2.83333333333333,9.91666666666667,28.04,3.26333333333333
"2771",FALSE,584796.338182103,4782995.8588452,4,29.0909090909091,7.45454545454545,7.87458745874587,25.8712871287129,5.56105610561056
"2772",FALSE,620013.12484454,4763637.25296465,60.4166666666667,6.08333333333333,0,56.3061224489796,8.47959183673469,0.336734693877551
"2773",FALSE,568528.677354693,4768027.15701856,6.66666666666667,14.3333333333333,10.25,7.73244147157191,13.1739130434783,11.2307692307692
"2774",FALSE,602606.755081252,4768563.27027035,7.75,23.75,3.75,7.9593220338983,20.4406779661017,4.9864406779661
"2775",FALSE,579294.0612108,4785770.29501352,4.72727272727273,39,1,5.8112582781457,27.1092715231788,9.6887417218543
"2776",FALSE,552360.807478212,4797762.97627892,21.6666666666667,11.5833333333333,2.08333333333333,21.9933333333333,14.8233333333333,3.03666666666667
"2777",FALSE,568680.088020082,4766057.48188527,2.5,59.8333333333333,1.58333333333333,3.6578073089701,50.6710963455149,1.37209302325581
"2778",FALSE,557303.71311613,4788889.20158598,10.6428571428571,24.0714285714286,11.5714285714286,9.43624161073826,20.5201342281879,16.3892617449664
"2779",FALSE,571384.529848071,4775911.21157928,15.0833333333333,14.25,10.1666666666667,13.0538720538721,13.2727272727273,7.87205387205387
"2780",FALSE,586195.686508737,4773551.17435862,12.5,14.5833333333333,4.75,12.1033333333333,15.2,5.64666666666667
"2781",FALSE,566324.444205456,4802011.3959128,16,23,16.5,13.9210526315789,22.5559210526316,20.4835526315789
"2782",FALSE,583402.583047561,4768436.89578207,11.4166666666667,16.0833333333333,7.25,11.9266666666667,14.73,7.61666666666667
"2783",FALSE,577564.890780172,4791358.17723807,6.08333333333333,39.8333333333333,5.41666666666667,7.76666666666667,35.4566666666667,8.11333333333333
"2784",FALSE,569024.95629075,4782210.77750802,17.1,8,6.4,16.3061224489796,10.5510204081633,7.42176870748299
