"","ID","sex","BANDING_DAY","BANDING_MONTH","BANDING_YEAR","B_COORD_PRECISION","B_REGION","B_LOC","B_LAT_DECIMAL_DEGREES","B_LON_DECIMAL_DEGREES","B_FLYWAY_CHR","BEARING_BBL","DISTANCE_BBL","E_REGION","E_LOC","E_COORD_PRECISION","E_LAT_DECIMAL_DEGREES","E_LON_DECIMAL_DEGREES","E_FLYWAY_CHR","E_PRESENT_CONDITION_CODE","E_COND","E_WHO","ENCOUNTER_DAY","ENCOUNTER_MONTH","ENCOUNTER_YEAR","dist_km","bearing_degs","avg_ExtAg","extB","extE","diffAg","B_TAVG_JULY","B_TMIN_MAY","B_TMIN_JULY","B_TMAX_MAY","B_TMAX_JULY","B_TMAX_AUG","B_TMAX_MAR","B_TMIN_MAR","B_TMAX_JAN","B_TMIN_JAN","B_TMIN_AUG","dispType30","dispType25","B_LAT_DD_10MINBLOCK","B_LON_DD_10MINBLOCK","E_LAT_DD_10MINBLOCK","E_LON_DD_10MINBLOCK","bearing_10MINBLOCK","dist_km_10minblock","E_WHO_BIN"
"180",3018,"U",5,6,1988,10,91,"Wisconsin",45.25,-92.41667,"Mississippi","NE",19.9,91,"Wisconsin",10,45.41667,-92.08333,"Mississippi",5,"D","Agency",12,4,1989,32.0295030798828,54.5488831364885,0.753550664293191,0.863405428944694,0.785164755407171,-0.0782406735375236,2.47962045669556,2.16289329528809,1.17253303527832,4.91977691650391,3.75387525558472,2.06892323493958,-1.82855665683746,-1.29027438163757,5.45765256881714,4.5654935836792,0.440328627824783,1,1,45.25,-92.4166666666667,45.4166666666667,-92.0833333333333,54.5488863080062,32.0288631265799,"Researcher"
"181",3052,"U",25,6,2000,10,4,"Alberta",53.58333,-113.75,"Pacific","E",89.7,4,"Alberta",10,53.41667,-111.58333,"Pacific",5,"D","Agency",24,4,2001,144.963871776224,96.4792587939293,0.313640102578991,0.274640731601103,0.31557555523298,0,0.649563312530518,-1.36356770992279,0.890869200229645,-1.96252071857452,0.236433014273643,-0.622186303138733,5.03476858139038,4.11805820465088,11.8644495010376,11.7077045440674,0.554864048957825,1,1,53.5833333333333,-113.75,53.4166666666667,-111.583333333333,96.4795621231016,144.9637473366,"Researcher"
"182",3054,"F",18,7,1989,10,64,"North Dakota",47.91667,-103.08333,"Central","N",11.5,64,"North Dakota",10,48.08333,-103.08333,"Central",7,"A","Agency",7,7,1990,18.5309791513145,0,0.104240254189449,0.210044999274205,0.0814341704166062,-0.128610828857599,2.61856603622437,0.816000998020172,2.46349024772644,0.990566253662109,2.74422931671143,0.769950091838837,5.20111846923828,3.39268159866333,7.98758459091187,8.87417697906494,1.43321335315704,0,0,47.9166666666667,-103.083333333333,48.0833333333333,-103.083333333333,0,18.5317204201318,"Researcher"
"183",3055,"U",29,7,1988,10,64,"North Dakota",47.75,-103.75,"Central","SW",13.9,64,"North Dakota",10,47.58333,-103.91667,"Central",7,"A","Agency",21,6,1989,22.3627147728508,-145.899297293015,0.203769666246078,0.383364784438961,0.0119030338220351,-0.371461750616925,1.75946056842804,2.80465698242188,0.76363205909729,4.77267217636108,2.73059749603271,1.55937778949738,-1.56505680084229,-0.553323328495026,4.18313694000244,3.99925780296326,1.12327790260315,0,0,47.75,-103.75,47.5833333333333,-103.916666666667,-145.899299378344,22.3622673094427,"Researcher"
"184",3061,"F",9,7,1995,10,47,"Massachusetts",41.91667,-70.75,"Atlantic","W",95,18,"Connecticut",10,41.75,-72.58333,"Atlantic",5,"D","Bander",6,5,1996,153.406470407869,-96.3188128234396,0.0725903614457831,0,0.0881114820728698,0.0881114820728698,1.08043849468231,-0.317960202693939,1.35391712188721,-0.957369208335876,0.921038508415222,1.10178244113922,-0.585499405860901,-1.70373833179474,0.127506718039513,0.0118918595835567,2.08442401885986,1,1,41.9166666666667,-70.75,41.75,-72.5833333333333,-96.3186618179489,153.406704508934,"Researcher"
"185",3072,"M",14,6,1995,10,72,"Pennsylvania",40.58333,-75.75,"Atlantic","S",69.6,21,"Delaware",10,39.58333,-75.58333,"Atlantic",5,"D","Bander",3,6,1996,111.942416009748,172.650707901207,0.338454081795838,0.745391203367688,0.0149513717520685,-0.730439831615619,1.34962558746338,-0.0166874378919601,1.83385407924652,-0.785659432411194,1.00759136676788,2.22077226638794,-1.51945459842682,-2.14156627655029,-0.463999450206757,-0.78135746717453,-0.0893077328801155,1,1,40.5833333333333,-75.75,39.5833333333333,-75.5833333333333,172.650853664731,111.942379886017,"Researcher"
"186",3103,"F",21,6,1991,10,72,"Pennsylvania",41.91667,-79.58333,"Atlantic","NE",76.9,61,"New York",10,42.75,-78.58333,"Atlantic",5,"D","Bander",5,4,1992,123.937651174378,41.3447564842301,0.397366401924393,0.534910727246335,0.410364348962113,-0.124546378284221,1.1355402469635,4.18548154830933,1.03709065914154,4.31093549728394,1.20617628097534,1.46903610229492,-0.360739827156067,-0.653833985328674,1.7595089673996,2.25096487998962,1.04875063896179,1,1,41.9166666666667,-79.5833333333333,42.75,-78.5833333333333,41.3446434326564,123.93792913085,"Researcher"
"187",3125,"F",20,7,1991,10,33,"Idaho",42.75,-114.25,"Pacific","E",42.3,33,"Idaho",10,42.75,-113.41667,"Pacific",7,"A","Agency",22,5,1992,68.2250946108954,89.7171647890715,0.515226294004056,0,0.363042531572071,0.363042531572071,0.577520072460175,-1.08310759067535,0.607053399085999,-3.16195130348206,0.529222249984741,1.69840240478516,5.75551748275757,3.42994093894958,2.44909238815308,0.954479455947876,0.357541143894196,1,1,42.75,-114.25,42.75,-113.416666666667,89.7171636577046,68.225367510148,"Researcher"
"188",3143,"F",23,7,1989,10,88,"Virginia",38.91667,-77.41667,"Atlantic","SSW",24.7,88,"Virginia",10,38.58333,-77.58333,"Atlantic",7,"A","Bander",12,5,1990,39.7393298015909,-158.56660561131,0.31737552620119,0.267237625199594,0.577732617215851,0.310494992016258,0.0815975591540337,-0.401997268199921,0.965286076068878,-1.49213850498199,-0.732348740100861,-1.42063295841217,3.03238868713379,2.43388748168945,5.30677509307861,4.49854326248169,0.296970218420029,1,1,38.9166666666667,-77.4166666666667,38.5833333333333,-77.5833333333333,-158.565436440223,39.7388519543219,"Researcher"
"189",3144,"F",2,6,1990,10,36,"Iowa",42.58333,-92.25,"Mississippi","SE",57.3,36,"Iowa",10,41.91667,-91.58333,"Mississippi",4,"D","Agency",2,4,1991,92.2517329667041,143.164440040699,0.686215651421325,0.912469153723327,0.679053563652199,-0.233415590071128,-0.430753171443939,-1.19828724861145,0.450456559658051,-2.29638171195984,-1.246373295784,-0.241552904248238,3.6972758769989,2.86794424057007,-1.17238080501556,-1.4736887216568,0.840968310832977,1,1,42.5833333333333,-92.25,41.9166666666667,-91.5833333333333,143.164852588799,92.2521633311667,"Researcher"
"190",3179,"M",25,5,1999,10,88,"Virginia",38.91667,-77.41667,"Atlantic","N",11.5,88,"Virginia",10,39.08333,-77.41667,"Atlantic",3,"D","Public",11,7,2000,18.5018401071489,0,0.0647844389606619,0.0381768035999419,0.343300914501379,0.305124110901437,2.02378487586975,-0.231515541672707,1.92955112457275,0.941378593444824,2.26618456840515,1.069744348526,3.9202024936676,2.18952775001526,0.64143443107605,-0.146047666668892,0.949286282062531,0,0,38.9166666666667,-77.4166666666667,39.0833333333333,-77.4166666666667,0,18.5025802103606,"Public"
"191",3180,"F",10,6,2004,10,36,"Iowa",42.91667,-92.41667,"Mississippi","S",139.2,36,"Iowa",10,40.91667,-92.08333,"Mississippi",3,"D","Public",30,5,2005,223.857363778307,172.792322692873,0.736611878468461,0.903614457831325,0.797503266076354,-0.106111191754972,-1.29497420787811,0.835666179656982,-0.613797962665558,-0.0110446913167834,-1.96723413467407,-2.96042227745056,2.20751452445984,0.949626863002777,0.816657602787018,2.74314904212952,1.91568493843079,1,1,42.9166666666667,-92.4166666666667,40.9166666666667,-92.0833333333333,172.792465035068,223.857295532059,"Public"
"192",3214,"F",23,5,2000,10,88,"Virginia",38.91667,-77.41667,"Atlantic",NA,0,88,"Virginia",10,38.91667,-77.41667,"Atlantic",7,"A","Bander",9,5,2001,0,NA,0.313640102578991,0.274640731601103,0.31557555523298,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,38.9166666666667,-77.4166666666667,38.9166666666667,-77.4166666666667,NA,0,"Researcher"
"193",3225,"F",14,6,2006,10,59,"New Jersey",40.58333,-75.08333,"Atlantic","NW",55.6,72,"Pennsylvania",10,41.08333,-75.91667,"Atlantic",5,"D","Bander",16,6,2007,89.5742346992306,-51.4210934574612,0.240243985531504,0.574829438234867,0,-0.574829438234867,1.52834165096283,0.387694805860519,2.12756967544556,0.471087664365768,0.980677306652069,0.925909399986267,1.38225924968719,-0.501692593097687,3.54608750343323,3.80387687683105,0.670896351337433,1,1,40.5833333333333,-75.0833333333333,41.0833333333333,-75.9166666666667,-51.4208712438179,89.5737907231303,"Researcher"
"194",3226,"M",1,7,2006,10,59,"New Jersey",40.75,-75.08333,"Atlantic","NW",14.4,72,"Pennsylvania",10,40.91667,-75.25,"Atlantic",7,"A","Public",25,5,2007,23.2423169314986,-37.1634409503237,0.342471434792526,0.0656118449702424,0.138626796341994,0.0730149513717521,1.52834165096283,0.387694805860519,2.12756967544556,0.471087664365768,0.980677306652069,0.925909399986267,1.38225924968719,-0.501692593097687,3.54608750343323,3.80387687683105,1.27210247516632,0,0,40.75,-75.0833333333333,40.9166666666667,-75.25,-37.16344273986,23.2418523035504,"Public"
"195",3227,"F",27,5,2006,0,88,"Virginia",38.68889,-77.53,"Atlantic","NW",5.1,88,"Virginia",10,38.75,-77.58333,"Atlantic",7,"A","Bander",28,5,2007,8.21773330609222,-34.3429947372266,0.313640102578991,0.274640731601103,0.31557555523298,-0.620409348236319,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,38.75,-77.5833333333333,38.75,-77.5833333333333,NA,0,"Researcher"
"196",3241,"F",5,6,2006,10,59,"New Jersey",40.58333,-75.25,"Atlantic","E",30.8,59,"New Jersey",0,40.52833,-74.66694,"Atlantic",7,"A","Bander",17,5,2007,49.7598368410331,96.8606038547075,0.41972050304174,0.434315575555233,0.382929307591813,-0.0513862679634199,1.52834165096283,0.387694805860519,2.12756967544556,0.471087664365768,0.980677306652069,0.925909399986267,1.38225924968719,-0.501692593097687,3.54608750343323,3.80387687683105,0.647390484809875,1,1,40.5833333333333,-75.25,40.5833333333333,-74.75,89.8373610707028,42.3313345848337,"Researcher"
"197",3242,"M",9,6,2006,10,59,"New Jersey",40.75,-75.08333,"Atlantic","NW",14.4,72,"Pennsylvania",10,40.91667,-75.25,"Atlantic",7,"A","Bander",13,6,2007,23.2423169314986,-37.1634409503237,0.342471434792526,0.0656118449702424,0.138626796341994,0.0730149513717521,1.52834165096283,0.387694805860519,2.12756967544556,0.471087664365768,0.980677306652069,0.925909399986267,1.38225924968719,-0.501692593097687,3.54608750343323,3.80387687683105,-2.07045269012451,0,0,40.75,-75.0833333333333,40.9166666666667,-75.25,-37.16344273986,23.2418523035504,"Researcher"
"198",3243,"M",13,6,2006,10,59,"New Jersey",41.25,-74.58333,"Atlantic","SSW",55,59,"New Jersey",0,40.47694,-74.83833,"Atlantic",7,"A","Bander",17,5,2007,88.5001240251126,-165.857379100802,0.21935478808755,0.632602699956452,0.488169545652489,-0.144433154303963,1.6248539686203,0.884974539279938,2.28673005104065,0.181133434176445,0.964117884635925,0.303782880306244,0.833113491535187,-1.20595252513885,3.26784300804138,3.83990430831909,1.3247526884079,1,1,41.25,-74.5833333333333,40.4166666666667,-74.9166666666667,-162.99134636281,96.7186987424989,"Researcher"
"199",3267,"F",27,6,2008,10,91,"Wisconsin",44.25,-89.58333,"Mississippi","NW",14.1,91,"Wisconsin",10,44.41667,-89.75,"Mississippi",7,"A","Bander",27,6,2009,22.7968630486169,-35.6107874174135,0.455280675196483,0.581216431993032,0.270576281027725,-0.310640150965307,0.171240776777267,-1.59230494499207,0.492985963821411,-1.27536249160767,-0.0702112540602684,0.627067565917969,1.74313831329346,0.787279188632965,-2.3507227897644,-4.03339576721191,1.3247526884079,0,0,44.25,-89.5833333333333,44.4166666666667,-89.75,-35.6107893593935,22.7964073360659,"Researcher"
"200",3268,"F",12,7,2008,10,91,"Wisconsin",44.25,-89.58333,"Mississippi","NW",14.1,91,"Wisconsin",10,44.41667,-89.75,"Mississippi",7,"A","Bander",6,6,2009,22.7968630486169,-35.6107874174135,0.455280675196483,0.581216431993032,0.270576281027725,-0.310640150965307,0.171240776777267,-1.59230494499207,0.492985963821411,-1.27536249160767,-0.0702112540602684,0.627067565917969,1.74313831329346,0.787279188632965,-2.3507227897644,-4.03339576721191,1.6675922870636,0,0,44.25,-89.5833333333333,44.4166666666667,-89.75,-35.6107893593935,22.7964073360659,"Researcher"
"201",3305,"F",8,6,2009,10,72,"Pennsylvania",40.75,-75.41667,"Atlantic","ENE",20.9,72,"Pennsylvania",10,40.91667,-75.08333,"Atlantic",5,"D","Bander",4,6,2010,33.6614233625198,56.534254903423,0.428400348381478,0.502104804761213,0.287559878066483,-0.214544926694731,-1.31082499027252,1.03160965442657,-0.830133199691772,0.00236864201724529,-1.75009822845459,0.44121116399765,3.90363430976868,3.33504104614258,0.34688001871109,1.1609011888504,1.3247526884079,1,1,40.75,-75.4166666666667,40.9166666666667,-75.0833333333333,56.5342577498925,33.6607507342873,"Researcher"
"202",3306,"F",8,6,2009,10,72,"Pennsylvania",40.75,-75.41667,"Atlantic","E",18.1,59,"New Jersey",0,40.76167,-75.07028,"Atlantic",7,"A","Bander",29,5,2010,29.2795435394338,87.3501395909696,0.502491895292011,0.502104804761213,0.415299753229787,-0.0868050515314269,-1.31082499027252,1.03160965442657,-0.830133199691772,0.00236864201724529,-1.75009822845459,0.44121116399765,3.90363430976868,3.33504104614258,0.34688001871109,1.1609011888504,1.3247526884079,0,1,40.75,-75.4166666666667,40.75,-75.0833333333333,89.891206531136,28.1507437554301,"Researcher"
"203",3308,"M",1,7,2009,10,72,"Pennsylvania",40.75,-75.41667,"Atlantic","E",8.7,72,"Pennsylvania",10,40.75,-75.25,"Atlantic",7,"A","Bander",2,6,2010,14.0756597287109,89.9456022439289,0.490727972129482,0.502104804761213,0.538104224125417,0.0359994193642038,-1.31082499027252,1.03160965442657,-0.830133199691772,0.00236864201724529,-1.75009822845459,0.44121116399765,3.90363430976868,3.33504104614258,0.34688001871109,1.1609011888504,1.05190169811249,0,0,40.75,-75.4166666666667,40.75,-75.25,89.9456033318631,14.0753782212317,"Researcher"
"204",3311,"F",2,7,2009,10,59,"New Jersey",41.25,-74.58333,"Atlantic","WSW",41.6,72,"Pennsylvania",10,40.91667,-75.25,"Atlantic",7,"A","Bander",16,6,2010,67.1453985976963,-123.237566479822,0.132600838944285,0.632602699956452,0.134126868921469,-0.498475831034983,-1.4033921957016,0.865166068077087,-0.803439080715179,0.0915658921003342,-2.04173636436462,0.435122549533844,4.21774530410767,3.68968200683594,0.504361271858215,1.47485721111298,-0.43347579240799,1,1,41.25,-74.5833333333333,40.9166666666667,-75.25,-123.23796221649,67.1453701759176,"Researcher"
"205",3313,"M",12,6,2008,0,79,"Saskatchewan",50.39472,-104.64361,"Central","W",56,79,"Saskatchewan",10,50.41667,-105.91667,"Central",5,"D","Public",27,4,2009,90.534450760898,-87.9641656298384,0.313640102578991,0.274640731601103,0.31557555523298,0,-0.182546138763428,-1.70814824104309,0.0153009463101625,0.0973711833357811,-0.347693234682083,1.32454752922058,-1.58443522453308,-2.31508588790894,1.61620604991913,1.05698144435883,-0.43347579240799,1,1,50.4166666666667,-104.583333333333,50.4166666666667,-105.916666666667,-89.4861914735219,94.7643400323755,"Public"
"206",3314,"M",12,6,2008,0,79,"Saskatchewan",50.39472,-104.64361,"Central","SE",438.6,81,"South Dakota",10,45.25,-99.08333,"Central",5,"D","Public",8,4,2009,707.071727405078,141.856865351949,0.313640102578991,0.274640731601103,0.31557555523298,0,-0.182546138763428,-1.70814824104309,0.0153009463101625,0.0973711833357811,-0.347693234682083,1.32454752922058,-1.58443522453308,-2.31508588790894,1.61620604991913,1.05698144435883,1.99929702281952,1,1,50.4166666666667,-104.583333333333,45.25,-99.0833333333333,142.297403229575,706.363726448063,"Public"
"207",3322,"U",6,6,2011,10,72,"Pennsylvania",40.91667,-75.25,"Atlantic","SW",14.4,72,"Pennsylvania",10,40.75,-75.41667,"Atlantic",7,"A","Bander",7,6,2012,23.2423169314986,-142.727579890866,0.279955782350905,0.134126868921469,0.502104804761213,0.367977935839744,2.33613681793213,2.85970711708069,2.15453767776489,1.25107002258301,2.4555675983429,-0.0043132328428328,6.81932926177979,5.03469276428223,3.44251394271851,2.87270212173462,1.99929702281952,0,0,40.9166666666667,-75.25,40.75,-75.4166666666667,-142.727580284544,23.2418523035504,"Researcher"
"208",3323,"U",15,6,2011,10,72,"Pennsylvania",40.91667,-75.25,"Atlantic","SW",14.4,72,"Pennsylvania",10,40.75,-75.41667,"Atlantic",7,"A","Bander",31,5,2012,23.2423169314986,-142.727579890866,0.279955782350905,0.134126868921469,0.502104804761213,0.367977935839744,2.33613681793213,2.85970711708069,2.15453767776489,1.25107002258301,2.4555675983429,-0.0043132328428328,6.81932926177979,5.03469276428223,3.44251394271851,2.87270212173462,1.99929702281952,0,0,40.9166666666667,-75.25,40.75,-75.4166666666667,-142.727580284544,23.2418523035504,"Researcher"
"209",3327,"U",26,6,2011,10,72,"Pennsylvania",40.91667,-75.25,"Atlantic","SSE",11.2,59,"New Jersey",0,40.77167,-75.155,"Atlantic",7,"A","Bander",17,5,2012,17.9853513610106,153.516572012556,0.379348720181933,0.134126868921469,0.796777471331108,0.662650602409639,2.33613681793213,2.85970711708069,2.15453767776489,1.25107002258301,2.4555675983429,-0.0043132328428328,6.81932926177979,5.03469276428223,3.44251394271851,2.87270212173462,1.96087968349457,0,0,40.9166666666667,-75.25,40.75,-75.0833333333333,142.727580284544,23.2418523035504,"Researcher"
"210",3328,"U",26,6,2011,10,72,"Pennsylvania",40.91667,-75.25,"Atlantic","SSE",13.7,59,"New Jersey",0,40.74389,-75.12028,"Atlantic",7,"A","Bander",17,5,2012,22.0880012953196,150.262743586469,0.394054704186799,0.134126868921469,0.462911888517927,0.328785019596458,2.33613681793213,2.85970711708069,2.15453767776489,1.25107002258301,2.4555675983429,-0.0043132328428328,6.81932926177979,5.03469276428223,3.44251394271851,2.87270212173462,0.859454452991486,0,0,40.9166666666667,-75.25,40.75,-75.0833333333333,142.727580284544,23.2418523035504,"Researcher"
"211",3337,"F",30,6,2011,1,72,"Pennsylvania",39.95833,-76.44167,"Atlantic","E",72,72,"Pennsylvania",10,39.91667,-75.08333,"Atlantic",5,"D","Public",7,6,2012,116.190558932303,91.845464962897,0.355053510867127,0.249673392364639,0,-0.249673392364639,2.50946998596191,2.66077899932861,2.32195973396301,1.40609264373779,2.75636625289917,0.396232128143311,6.42947435379028,5.0469274520874,3.53044629096985,2.53588628768921,0.859454452991486,1,1,39.9166666666667,-76.4166666666667,39.9166666666667,-75.0833333333333,89.5722067558837,113.995703685007,"Public"
"212",3342,"F",25,6,2011,10,72,"Pennsylvania",40.75,-75.25,"Atlantic","S",34.5,72,"Pennsylvania",10,40.25,-75.25,"Atlantic",4,"D","Public",13,4,2012,55.5221286873177,-180,0.279705742073285,0.538104224125417,0.0187255044273479,-0.519378719698069,2.33613681793213,2.85970711708069,2.15453767776489,1.25107002258301,2.4555675983429,-0.0043132328428328,6.81932926177979,5.03469276428223,3.44251394271851,2.87270212173462,1.00748896598816,1,1,40.75,-75.25,40.25,-75.25,-180,55.5221286873177,"Public"
"213",3357,"U",21,6,2011,10,72,"Pennsylvania",40.75,-75.41667,"Atlantic","E",8.7,72,"Pennsylvania",10,40.75,-75.25,"Atlantic",7,"A","Bander",6,6,2012,14.0756597287109,89.9456022439289,0.490727972129482,0.502104804761213,0.538104224125417,0.0359994193642038,2.33613681793213,2.85970711708069,2.15453767776489,1.25107002258301,2.4555675983429,-0.0043132328428328,6.81932926177979,5.03469276428223,3.44251394271851,2.87270212173462,1.00748896598816,0,0,40.75,-75.4166666666667,40.75,-75.25,89.9456033318631,14.0753782212317,"Researcher"
"214",3358,"F",20,6,2011,10,72,"Pennsylvania",40.75,-75.41667,"Atlantic","NE",14.4,72,"Pennsylvania",10,40.91667,-75.25,"Atlantic",10,"A","Public",8,7,2012,23.2423169314986,37.1634409503237,0.279955782350905,0.502104804761213,0.134126868921469,-0.367977935839744,2.33613681793213,2.85970711708069,2.15453767776489,1.25107002258301,2.4555675983429,-0.0043132328428328,6.81932926177979,5.03469276428223,3.44251394271851,2.87270212173462,1.00748896598816,0,0,40.75,-75.4166666666667,40.9166666666667,-75.25,37.16344273986,23.2418523035504,"Public"
"215",3377,"F",25,6,2010,10,83,"Texas",33.58333,-101.91667,"Central",NA,0,83,"Texas",10,33.58333,-101.91667,"Central",5,"D","Public",28,6,2011,0,NA,0.313640102578991,0.274640731601103,0.31557555523298,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,33.5833333333333,-101.916666666667,33.5833333333333,-101.916666666667,NA,0,"Public"
"216",3393,"F",13,6,2011,10,72,"Pennsylvania",40.58333,-75.91667,"Atlantic","E",35,72,"Pennsylvania",10,40.58333,-75.25,"Atlantic",5,"D","Public",5,5,2012,56.4420055019248,89.7831464049531,0.293957624339392,0.345768616635216,0.434315575555233,0.0885469589200174,2.33613681793213,2.85970711708069,2.15453767776489,1.25107002258301,2.4555675983429,-0.0043132328428328,6.81932926177979,5.03469276428223,3.44251394271851,2.87270212173462,1.00748896598816,1,1,40.5833333333333,-75.9166666666667,40.5833333333333,-75.25,89.783147474502,56.4417204927611,"Public"
"217",3403,"U",3,7,2013,10,72,"Pennsylvania",40.58333,-75.58333,"Atlantic","NNW",5,72,"Pennsylvania",0,40.65094,-75.61642,"Atlantic",5,"D","Bander",26,5,2014,8.01301029214328,-20.4424071826418,0.313640102578991,0.274640731601103,0.31557555523298,0.0351284656699085,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,40.5833333333333,-75.5833333333333,40.5833333333333,-75.5833333333333,NA,0,"Researcher"
"218",3412,"F",19,6,2013,10,59,"New Jersey",41.25,-74.58333,"Atlantic","SSW",64.8,72,"Pennsylvania",0,40.43776,-75.2046,"Atlantic",7,"A","Public",9,5,2014,104.311967019966,-149.645683291402,0.316268483801083,0.632602699956452,0.670924662505443,0.0383219625489911,2.22476744651794,0.743253767490387,3.41562223434448,0.850373208522797,1.13092792034149,-0.851518392562866,-2.44549679756165,-3.48802995681763,-1.27540826797485,-2.32904124259949,0.960907518863678,1,1,41.25,-74.5833333333333,40.4166666666667,-75.25,-148.497534345826,108.285804650316,"Public"
"219",3421,"M",30,6,2014,10,18,"Connecticut",41.91667,-73.41667,"Atlantic","NNE",55.7,47,"Massachusetts",0,42.70546,-73.19135,"Atlantic",4,"D","Public",29,4,2015,89.5658207080939,11.8947944535773,0.127835374471889,0.232399477427783,0.0621280301930614,-0.170271447234722,0.199652269482613,1.2768862247467,0.831731557846069,0.677187979221344,-0.355517029762268,-0.63032728433609,-2.20535588264465,-2.99920392036438,-1.13042736053467,-1.27613735198975,1.00748896598816,1,1,41.9166666666667,-73.4166666666667,42.75,-73.25,8.38461786232367,93.5800274899106,"Public"
"220",3432,"U",16,6,2014,0,72,"Pennsylvania",40.88083,-75.31222,"Atlantic","ESE",11,72,"Pennsylvania",0,40.83559,-75.10984,"Atlantic",5,"D","Bander",24,6,2015,17.7879268074096,106.339441224167,0.383913162690924,0.109449847583103,0.748875018144869,0.639425170561765,-0.171011358499527,1.25505673885345,0.357843726873398,0.829373598098755,-0.557276964187622,-1.09076845645905,-1.94997191429138,-2.61533403396606,-1.01094388961792,-1.06784760951996,1.00748896598816,0,0,40.9166666666667,-75.25,40.9166666666667,-75.0833333333333,89.9454199233658,14.0401750777786,"Researcher"
"221",3434,"F",3,6,2014,1,34,"Illinois",38.25833,-89.75833,"Mississippi","NNW",10.8,34,"Illinois",0,38.4051,-89.82554,"Mississippi",5,"D","Public",18,4,2015,17.3193174764553,-19.8136958067272,0.642836405864421,0.802583829293076,0.927130207577297,0.124546378284221,-2.56595373153687,1.45887684822083,-2.5812976360321,0.532555341720581,-2.53072643280029,-0.147942319512367,0.272981733083725,-0.595827519893646,1.14222049713135,0.89574658870697,1.00748896598816,0,0,38.25,-89.75,38.4166666666667,-89.75,0,18.5004656468812,"Public"
"222",3444,"F",15,6,2014,10,59,"New Jersey",40.75,-75.08333,"Atlantic","W",20.4,72,"Pennsylvania",0,40.73848,-75.47307,"Atlantic",7,"A","Bander",10,6,2015,32.9420946151986,-92.098403570299,0.546668602119321,0.0656118449702424,0.682101901582232,0.61649005661199,-0.171011358499527,1.25505673885345,0.357843726873398,0.829373598098755,-0.557276964187622,-1.09076845645905,-1.94997191429138,-2.61533403396606,-1.01094388961792,-1.06784760951996,1.00748896598816,1,1,40.75,-75.0833333333333,40.75,-75.4166666666667,-89.891206531136,28.1507437554301,"Researcher"
"223",3464,"M",5,7,2013,10,91,"Wisconsin",44.25,-89.58333,"Mississippi","N",11.5,91,"Wisconsin",10,44.41667,-89.58333,"Mississippi",7,"A","Bander",2,4,2014,18.5201623607886,0,0.780939017112627,0.581216431993032,0.914211061111918,0.332994629118885,0.26193231344223,0.777719438076019,0.739286661148071,0.377938747406006,-0.251445800065994,0.990910232067108,-2.63142204284668,-3.63701248168945,-2.61158323287964,-3.7013156414032,-0.0968425571918488,0,0,44.25,-89.5833333333333,44.4166666666667,-89.5833333333333,0,18.5197919595235,"Researcher"
"224",3465,"F",5,7,2013,10,91,"Wisconsin",44.25,-89.58333,"Mississippi",NA,0,91,"Wisconsin",10,44.25,-89.58333,"Mississippi",7,"A","Bander",25,5,2014,0,NA,0.313640102578991,0.274640731601103,0.31557555523298,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,44.25,-89.5833333333333,44.25,-89.5833333333333,NA,0,"Researcher"
"225",3471,"M",7,6,2013,0,33,"Idaho",43.44194,-116.2525,"Pacific","NNW",3.5,33,"Idaho",0,43.49083,-116.27278,"Pacific",7,"A","Bander",29,4,2014,5.67426464519057,-16.8040558265766,0.313640102578991,0.274640731601103,0.31557555523298,-0.246625054434606,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,43.4166666666667,-116.25,43.4166666666667,-116.25,NA,0,"Researcher"
"226",3472,"F",14,6,2013,0,33,"Idaho",43.44222,-116.24306,"Pacific","NNW",3.3,33,"Idaho",0,43.48778,-116.26278,"Pacific",7,"A","Bander",29,5,2014,5.30739161247742,-17.4914702841518,0.313640102578991,0.274640731601103,0.31557555523298,0.0447089563071563,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,43.4166666666667,-116.25,43.4166666666667,-116.25,NA,0,"Researcher"
"227",3474,"F",13,6,2013,0,33,"Idaho",43.51722,-116.05083,"Pacific","W",14.6,33,"Idaho",1,43.50833,-116.34167,"Pacific",7,"A","Bander",6,5,2014,23.5379333316569,-92.3048321339961,0.147082305124111,0,0.767890840470315,0.767890840470315,2.98085618019104,0.576190173625946,2.75798845291138,1.1905083656311,2.98666834831238,2.59511280059814,2.335116147995,2.08143424987793,3.85222601890564,1.88687682151794,0.0364012271165848,0,0,43.5833333333333,-116.083333333333,43.5833333333333,-116.416666666667,-89.8850983524292,26.9217685415683,"Researcher"
